"","Gender","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Travel.Busi","Travel.Pers","ClassBusi","ClassEco","ClassEcoPlus","cluster"
"39455",1,28,501,5,5,5,3,1,5,1,1,3,3,4,3,5,1,0,0,1,0,1,0,0,2
"39458",1,24,512,5,0,4,2,2,4,2,2,5,3,5,3,5,2,0,0,1,0,1,0,0,2
"39463",0,43,145,2,3,3,1,3,3,3,3,3,5,5,3,2,3,22,12,1,0,0,1,0,2
"39470",0,26,1061,0,0,0,4,3,0,1,3,5,2,4,4,5,3,0,3,1,0,1,0,0,1
"39476",0,27,338,2,4,2,4,4,2,4,4,3,4,4,2,4,4,0,0,1,0,0,1,0,2
"39480",0,21,405,4,5,4,5,2,4,2,2,4,5,5,4,5,2,0,0,1,0,0,1,0,2
"39484",0,27,587,0,0,0,1,3,0,3,3,4,2,5,3,4,3,0,0,1,0,1,0,0,4
"39488",1,39,700,5,4,4,2,1,4,1,1,5,4,5,3,5,1,15,0,1,0,1,0,0,4
"39491",1,23,783,1,1,1,3,3,1,3,3,5,2,4,4,4,3,30,25,1,0,0,1,0,4
"39499",1,27,234,2,2,2,4,2,2,5,2,4,4,4,4,4,2,0,0,1,0,1,0,0,2
"39502",0,22,954,3,3,3,2,3,3,4,3,4,5,4,3,5,3,0,0,1,0,0,1,0,4
"39504",0,34,668,2,1,2,3,3,2,3,3,1,4,4,3,4,3,0,0,1,0,0,1,0,4
"39508",0,25,628,2,0,2,4,2,2,2,2,3,3,5,5,5,2,20,0,1,0,1,0,0,4
"39510",0,32,338,2,2,2,4,4,2,4,4,4,4,4,5,4,4,0,0,1,0,1,0,0,2
"39512",0,41,594,2,3,2,3,3,2,3,3,2,5,4,2,3,3,0,0,1,0,0,1,0,4
"39513",1,25,2442,5,5,5,5,4,5,4,4,2,3,4,3,4,4,44,39,1,0,0,1,0,3
"39515",1,40,723,5,5,5,1,2,5,2,2,4,2,5,3,4,2,0,0,1,0,0,1,0,4
"39516",1,30,846,3,3,3,4,2,3,2,2,3,3,1,1,2,2,0,0,1,0,0,1,0,4
"39524",0,39,590,4,3,3,3,3,3,3,3,4,4,4,3,5,3,0,0,1,0,1,0,0,4
"39525",1,27,867,3,3,3,4,2,3,2,2,5,3,4,5,4,2,0,1,1,0,1,0,0,4
"39526",0,25,328,4,0,4,3,5,4,5,5,2,3,2,5,1,5,0,0,1,0,0,1,0,2
"39535",1,24,319,4,4,4,4,4,4,4,4,2,5,3,3,4,4,52,62,1,0,0,1,0,2
"39541",0,28,1192,5,5,5,2,3,5,3,3,4,3,4,3,5,3,0,0,1,0,1,0,0,1
"39545",0,38,414,3,0,3,4,3,3,3,3,1,4,5,1,1,3,17,2,1,0,0,1,0,2
"39563",1,26,728,4,4,4,1,3,4,3,3,3,4,4,3,4,3,15,12,1,0,1,0,0,4
"39564",0,36,748,2,2,2,2,5,2,5,5,3,5,3,2,2,5,0,0,1,0,0,1,0,4
"39572",0,42,432,2,2,2,3,3,2,3,3,4,4,4,4,4,3,6,0,1,0,1,0,0,2
"39573",1,23,479,3,4,3,3,2,3,2,2,5,1,1,4,4,2,0,0,1,0,0,1,0,2
"39579",1,41,328,3,4,4,3,3,4,5,3,5,5,4,5,4,5,206,208,1,0,1,0,0,2
"39592",1,22,867,3,3,3,2,2,3,1,2,5,5,4,5,5,2,3,0,1,0,0,1,0,4
"39605",0,26,403,5,0,5,4,1,5,1,1,3,5,4,5,4,1,0,0,1,0,1,0,0,2
"39612",0,32,507,2,2,2,4,2,2,2,2,4,3,3,1,4,2,13,17,1,0,0,1,0,2
"39618",0,23,447,4,0,4,3,1,4,1,1,4,4,5,5,4,1,0,0,1,0,0,1,0,2
"39621",1,25,337,1,1,1,2,5,1,5,5,2,5,2,1,2,5,15,26,1,0,0,1,0,2
"39623",0,30,134,3,0,4,2,3,4,3,3,1,5,2,3,3,3,0,0,1,0,0,1,0,2
"39625",0,16,1184,3,4,4,3,3,4,3,3,4,5,4,3,3,3,0,0,1,0,0,1,0,1
"39626",0,27,2065,2,2,2,1,1,2,1,1,4,4,5,3,1,1,0,1,1,0,0,0,1,3
"39630",0,36,331,4,4,4,3,3,4,3,3,5,4,3,4,3,3,1,0,1,0,0,0,1,2
"39637",0,27,551,3,5,3,2,2,3,2,2,3,4,3,4,2,2,0,5,1,0,0,1,0,4
"39650",0,27,714,3,3,3,3,3,3,3,3,4,4,3,2,4,3,10,0,1,0,0,1,0,4
"39657",1,21,173,4,0,4,4,3,4,3,3,5,5,4,3,4,3,0,0,1,0,0,1,0,2
"39659",0,27,365,3,2,3,4,4,3,4,4,3,3,4,1,3,4,3,0,1,0,0,1,0,2
"39669",1,43,95,1,0,1,1,2,1,2,2,1,3,2,2,2,2,0,0,1,0,0,1,0,2
"39689",0,24,145,2,3,2,3,5,2,5,5,4,2,4,3,4,5,57,52,1,0,0,1,0,2
"39691",0,60,1005,3,3,3,4,3,2,2,3,3,4,3,2,4,2,142,171,1,0,0,1,0,1
"39697",0,8,1399,2,2,2,3,5,2,5,5,2,1,4,2,2,5,0,0,1,0,0,1,0,1
"39705",0,35,1065,2,2,2,5,3,2,3,3,4,5,5,3,5,3,0,0,1,0,1,0,0,1
"39706",1,52,991,5,5,5,4,5,4,4,4,3,5,5,4,4,4,200,192,1,0,1,0,0,1
"39707",1,46,967,2,2,2,3,2,2,2,2,5,5,4,3,5,2,29,44,1,0,1,0,0,4
"39712",1,27,944,2,2,2,3,3,2,3,3,1,4,5,2,4,3,0,0,1,0,0,1,0,4
"39713",1,10,985,4,4,4,4,4,4,4,4,3,4,5,3,5,4,0,0,1,0,1,0,0,1
"39725",1,27,502,3,4,3,4,5,3,5,5,2,5,4,3,4,5,0,2,1,0,0,1,0,2
"39729",1,20,395,2,4,2,3,3,2,3,3,1,4,4,4,3,3,0,0,1,0,0,1,0,2
"39730",1,23,563,4,5,4,1,4,4,4,4,2,4,5,3,4,4,5,0,1,0,0,1,0,4
"39739",0,24,402,4,4,4,3,1,4,1,1,3,1,2,4,3,1,0,3,1,0,1,0,0,2
"39745",1,35,409,2,0,2,3,5,2,5,5,1,2,3,4,5,5,0,27,1,0,0,1,0,2
"39759",1,21,250,2,4,2,4,3,2,3,3,2,1,2,4,1,3,0,15,1,0,0,1,0,2
"39760",0,24,1327,3,2,2,2,3,3,3,1,5,3,4,3,1,3,0,0,1,0,0,1,0,1
"39763",1,34,469,3,3,3,2,3,3,3,3,3,5,5,4,4,3,0,0,1,0,1,0,0,2
"39769",1,20,296,2,0,2,1,3,2,3,3,4,3,5,3,4,3,0,0,1,0,0,1,0,2
"39772",0,22,802,2,2,2,3,3,2,3,3,1,3,4,1,3,3,0,0,1,0,0,1,0,4
"39778",0,50,1184,5,5,5,1,4,5,1,4,5,4,5,3,4,4,0,0,1,0,1,0,0,1
"39782",0,57,925,4,4,4,2,4,3,4,3,3,2,1,4,2,4,16,17,1,0,0,1,0,4
"39792",0,16,1481,2,2,2,5,2,4,4,5,4,5,5,4,3,4,0,0,1,0,0,1,0,1
"39797",1,54,152,4,0,4,5,3,4,3,3,1,2,1,4,2,3,0,0,1,0,0,1,0,2
"39809",1,25,427,2,2,2,3,5,2,5,5,1,4,3,2,3,5,0,0,1,0,1,0,0,2
"39811",1,25,1211,3,3,3,1,2,3,4,2,4,5,5,5,4,2,0,0,1,0,0,1,0,1
"39812",1,38,250,3,3,3,3,5,3,5,5,4,3,4,5,5,5,0,0,1,0,1,0,0,2
"39813",0,29,197,3,3,3,3,3,3,3,3,4,5,4,3,5,3,0,2,1,0,1,0,0,2
"39821",1,23,404,5,2,5,1,5,5,2,5,2,1,5,3,2,5,0,0,1,0,0,1,0,2
"39837",0,32,312,2,2,2,2,5,2,5,5,3,3,4,4,4,5,11,20,1,0,1,0,0,2
"39845",0,45,1416,4,4,4,4,3,4,3,3,5,5,5,4,5,3,0,0,1,0,1,0,0,1
"39846",0,37,669,4,4,4,3,5,4,5,5,4,2,1,5,2,5,0,0,1,0,0,0,1,4
"39847",1,34,2475,3,3,3,3,3,1,1,1,1,2,4,1,4,1,272,270,1,0,1,0,0,3
"39850",1,41,1605,4,4,4,5,2,4,2,2,5,3,4,3,5,2,47,50,1,0,1,0,0,1
"39853",1,26,89,4,3,4,4,4,4,3,4,1,1,3,2,4,4,29,25,1,0,1,0,0,2
"39854",0,35,584,2,0,3,2,4,3,4,4,1,4,5,4,4,4,7,0,1,0,0,1,0,4
"39855",0,24,473,2,0,2,3,3,2,3,3,5,4,4,4,2,3,0,0,1,0,0,1,0,2
"39856",0,33,325,1,1,1,4,5,1,5,5,4,5,3,1,3,5,0,0,1,0,0,0,1,2
"39871",1,27,269,1,1,1,4,4,1,4,4,4,2,5,5,4,4,0,0,1,0,1,0,0,2
"39882",0,35,871,3,3,3,1,4,3,1,4,2,2,5,1,2,4,14,11,1,0,0,1,0,4
"39884",0,21,280,0,4,1,3,3,1,3,3,5,3,4,3,5,3,9,28,1,0,1,0,0,2
"39892",0,28,628,1,4,1,4,2,1,3,2,3,5,4,2,4,2,7,2,1,0,0,1,0,4
"39899",0,29,2342,0,1,1,1,5,1,4,5,5,5,3,3,4,5,28,13,1,0,1,0,0,3
"39908",1,27,495,2,2,2,1,2,2,2,2,4,1,1,1,2,2,0,0,1,0,1,0,0,2
"39909",0,46,1448,1,1,1,4,1,1,1,1,3,2,4,3,4,1,1,0,1,0,1,0,0,1
"39910",0,38,348,3,1,3,3,3,3,5,3,3,5,3,1,4,3,0,6,1,0,0,1,0,2
"39911",0,27,266,1,0,1,4,1,1,4,1,2,3,3,2,4,1,1,20,1,0,0,1,0,2
"39916",0,25,630,0,4,0,3,2,0,5,2,3,5,4,5,5,2,0,25,1,0,1,0,0,4
"39918",1,28,762,3,2,2,2,1,2,1,1,4,4,4,3,4,1,3,0,1,0,1,0,0,4
"39927",0,24,721,1,1,1,3,5,1,5,5,4,3,5,3,4,5,12,2,1,0,0,1,0,4
"39933",1,24,1068,2,2,2,4,1,2,1,1,1,5,1,3,2,1,98,74,1,0,0,1,0,1
"39934",1,26,599,2,4,2,3,5,2,5,5,1,1,5,4,1,5,0,0,1,0,0,1,0,4
"39943",0,22,404,5,0,5,5,2,5,3,2,4,3,4,4,4,2,0,6,1,0,1,0,0,2
"39944",1,23,655,3,5,3,1,2,3,2,2,4,2,4,4,4,2,5,10,1,0,0,1,0,4
"39951",0,36,236,4,3,4,3,5,4,5,5,1,5,3,1,2,5,0,0,1,0,0,1,0,2
"39953",0,50,680,4,4,4,2,1,4,1,1,4,2,5,4,5,1,0,0,1,0,1,0,0,4
"39957",1,36,692,1,1,1,4,1,1,1,1,1,5,3,1,2,1,0,0,1,0,0,1,0,4
"39959",1,38,624,4,0,4,1,4,4,2,4,4,3,2,4,2,4,0,0,1,0,0,1,0,4
"39963",1,34,781,3,3,3,2,4,3,4,4,4,5,5,3,5,4,0,0,1,0,1,0,0,4
"39971",1,13,692,2,1,1,3,2,1,2,2,5,3,1,2,3,2,0,3,1,0,0,1,0,4
"39972",0,27,1099,1,1,1,4,3,1,3,3,1,3,4,4,3,3,6,8,1,0,0,1,0,1
"39981",0,45,1009,4,4,4,3,5,4,5,5,3,4,5,5,5,5,0,0,1,0,1,0,0,1
"39982",0,22,1407,4,4,4,2,1,4,1,1,4,2,5,4,5,1,0,11,1,0,0,1,0,1
"39985",0,27,995,3,3,3,3,5,3,5,5,4,1,3,1,4,5,0,0,1,0,0,1,0,1
"39999",1,35,937,3,3,3,2,2,3,2,2,5,5,4,4,4,2,0,0,1,0,1,0,0,4
"40000",1,41,335,3,3,3,1,5,3,5,5,4,2,4,3,5,5,3,11,1,0,1,0,0,2
"40006",1,42,1797,5,5,5,1,5,5,5,5,3,3,3,4,4,5,0,0,1,0,1,0,0,1
"40016",1,39,1118,2,3,3,3,1,3,4,1,3,5,3,1,3,1,0,20,1,0,1,0,0,1
"40019",0,37,228,2,0,2,2,2,2,4,2,2,5,2,4,2,2,0,0,1,0,0,1,0,2
"40030",0,40,580,3,2,3,1,5,3,5,5,2,3,1,4,2,5,52,39,1,0,0,1,0,4
"40032",0,27,305,3,1,3,4,1,3,1,1,3,3,4,3,3,1,11,4,1,0,0,1,0,2
"40033",1,24,819,3,3,3,5,2,3,2,2,4,5,4,2,4,2,0,0,1,0,0,1,0,4
"40035",0,57,985,3,3,3,3,2,3,2,2,2,2,3,3,3,2,21,8,1,0,0,1,0,1
"40037",0,22,761,1,1,1,3,1,1,1,1,1,3,3,2,2,1,7,0,1,0,0,1,0,4
"40045",0,36,451,2,4,2,3,2,2,2,2,2,1,3,2,4,2,0,0,1,0,0,1,0,2
"40056",1,30,929,4,4,4,3,3,4,3,3,3,5,5,4,5,3,24,27,1,0,1,0,0,4
"40062",1,39,239,3,5,3,2,5,3,5,5,1,4,3,3,2,5,10,0,1,0,0,1,0,2
"40077",0,39,448,2,4,2,3,5,2,5,5,4,3,3,3,4,5,29,27,1,0,0,1,0,2
"40081",0,23,331,5,0,5,2,5,5,5,5,3,2,5,4,4,5,0,0,1,0,0,1,0,2
"40084",0,32,983,3,3,3,3,4,3,5,4,3,3,3,2,3,4,0,7,1,0,0,1,0,1
"40086",1,33,571,2,3,2,4,4,2,4,4,3,1,3,4,3,4,10,3,1,0,0,1,0,4
"40087",0,24,304,2,0,2,2,1,2,1,1,4,5,5,3,5,1,0,0,1,0,0,1,0,2
"40100",1,16,238,2,4,2,4,4,2,4,4,1,3,4,2,3,4,16,26,1,0,0,1,0,2
"40114",0,85,101,2,2,2,3,2,3,3,1,2,2,2,3,2,3,0,0,1,0,1,0,0,2
"40116",0,22,510,4,0,4,4,2,4,2,2,5,3,4,3,4,2,34,50,1,0,1,0,0,2
"40119",0,23,365,0,4,0,3,1,0,1,1,5,2,4,3,5,1,9,0,1,0,1,0,0,2
"40127",1,25,216,2,2,2,4,4,2,3,4,2,1,3,3,3,4,3,11,1,0,1,0,0,2
"40132",0,21,308,3,1,3,3,1,3,1,1,2,1,3,4,4,1,0,0,1,0,1,0,0,2
"40133",1,27,493,4,0,4,2,5,4,5,5,1,2,2,4,1,5,0,2,1,0,0,1,0,2
"40135",1,50,214,4,4,4,3,2,4,2,2,3,2,3,5,3,2,0,4,1,0,1,0,0,2
"40142",1,39,1009,3,4,4,4,5,4,5,5,5,2,4,3,5,5,0,4,1,0,1,0,0,1
"40147",0,42,1096,5,5,5,2,4,5,4,4,4,3,4,4,4,4,0,0,1,0,1,0,0,1
"40148",0,26,679,4,4,4,3,3,4,3,3,3,5,5,5,4,3,22,4,1,0,1,0,0,4
"40152",0,20,395,3,1,4,4,4,4,3,4,2,2,4,1,4,4,0,0,1,0,0,1,0,2
"40154",1,24,1051,5,5,5,3,2,5,2,2,5,2,5,3,4,2,0,2,1,0,1,0,0,1
"40163",0,32,416,4,4,4,2,3,4,3,3,4,3,4,3,5,3,0,7,1,0,1,0,0,2
"40165",0,26,116,1,0,1,4,3,1,2,3,4,4,4,2,4,3,0,0,1,0,0,1,0,2
"40167",0,55,109,3,2,3,3,4,3,4,4,3,4,4,1,4,4,0,0,1,0,0,1,0,2
"40171",0,21,1011,1,1,1,2,5,1,5,5,1,1,3,2,2,5,16,35,1,0,0,1,0,1
"40173",0,29,409,5,5,5,2,5,0,5,5,5,4,4,5,5,5,0,0,1,0,1,0,0,2
"40175",0,23,1378,0,0,0,4,5,0,2,5,4,4,5,3,5,5,4,0,1,0,1,0,0,1
"40183",1,33,351,3,3,3,1,2,3,2,2,3,5,2,2,1,2,0,0,1,0,1,0,0,2
"40191",1,17,468,2,0,2,4,5,2,5,5,1,5,5,4,5,5,1,0,1,0,0,1,0,2
"40195",1,36,130,1,1,1,3,2,1,2,2,4,3,4,1,4,2,0,0,1,0,0,1,0,2
"40197",1,44,1750,4,4,4,4,1,4,1,1,3,2,4,5,4,1,20,0,1,0,1,0,0,1
"40203",0,23,1325,3,3,3,1,3,3,3,5,1,3,5,3,3,3,0,1,1,0,0,1,0,1
"40208",1,26,212,1,0,1,2,5,1,5,5,4,3,4,5,5,5,0,0,1,0,1,0,0,2
"40223",1,33,404,3,3,3,4,5,3,5,5,4,3,4,4,5,5,46,94,1,0,1,0,0,2
"40228",0,40,391,1,1,1,2,5,1,5,5,4,5,4,3,5,5,3,0,1,0,1,0,0,2
"40229",1,24,1797,3,3,3,3,3,3,3,3,3,2,2,1,2,3,116,104,1,0,0,1,0,1
"40237",0,43,1172,4,4,4,3,3,4,3,3,5,5,3,4,4,3,0,0,1,0,1,0,0,1
"40249",0,23,1365,1,0,0,3,5,1,5,5,4,2,3,4,4,5,75,64,1,0,0,1,0,1
"40267",1,22,479,3,0,4,2,1,4,2,1,3,5,4,3,4,1,22,14,1,0,0,1,0,2
"40270",1,27,96,1,1,1,3,2,1,2,2,4,5,3,1,3,2,0,0,1,0,0,1,0,2
"40277",0,40,2248,3,3,3,2,4,3,5,4,3,3,3,5,4,4,0,0,1,0,1,0,0,3
"40280",0,27,143,1,2,2,4,1,2,1,1,3,3,4,1,4,1,0,0,1,0,0,1,0,2
"40287",1,40,888,2,2,2,1,1,2,1,1,4,5,4,3,4,1,16,4,1,0,1,0,0,4
"40289",0,25,562,2,2,2,4,4,2,4,4,4,4,3,4,4,4,0,0,1,0,0,1,0,4
"40301",1,27,262,3,0,3,3,1,3,1,1,5,4,1,4,1,1,35,43,1,0,0,1,0,2
"40306",1,22,544,2,2,2,3,4,2,3,4,1,1,2,3,3,4,0,0,1,0,0,1,0,4
"40315",1,25,216,3,0,3,3,5,3,5,5,4,3,5,4,4,5,0,0,1,0,1,0,0,2
"40321",1,56,125,2,0,2,2,5,2,5,5,4,4,3,2,4,5,27,36,1,0,0,1,0,2
"40326",0,27,541,2,2,2,4,3,2,3,3,1,2,4,2,4,3,4,6,1,0,0,1,0,4
"40330",0,24,304,3,0,3,3,4,3,4,4,5,5,4,5,5,4,0,0,1,0,0,1,0,2
"40347",0,32,895,1,1,1,3,2,1,2,2,5,2,5,3,4,2,10,2,1,0,1,0,0,4
"40351",0,21,479,2,4,2,3,3,2,3,3,1,4,3,1,4,3,22,13,1,0,0,1,0,2
"40355",1,19,1046,1,1,1,3,5,1,5,5,5,3,4,3,3,5,66,56,1,0,0,1,0,1
"40358",1,44,327,4,2,3,2,5,3,5,5,2,5,3,4,3,5,32,11,1,0,0,1,0,2
"40360",0,39,327,3,3,3,2,2,3,2,2,4,4,3,2,2,2,21,20,1,0,1,0,0,2
"40361",0,33,563,2,0,2,2,3,2,4,3,4,5,1,3,4,3,0,0,1,0,0,1,0,4
"40365",1,77,404,1,1,1,1,4,4,4,3,3,1,3,4,3,4,0,0,1,0,1,0,0,2
"40369",0,30,585,1,2,2,3,5,2,5,5,2,5,4,4,3,5,59,81,1,0,0,0,1,4
"40378",0,25,529,3,0,3,5,1,3,1,1,5,1,2,1,4,1,0,0,1,0,0,1,0,4
"40389",1,24,585,2,4,2,3,3,2,5,3,4,1,4,2,4,3,0,0,1,0,0,1,0,4
"40403",1,49,929,3,3,3,3,5,3,5,5,5,2,5,3,4,5,0,4,1,0,1,0,0,4
"40414",0,40,228,4,4,4,5,3,4,3,3,2,1,5,2,4,3,0,0,1,0,1,0,0,2
"40416",0,29,386,1,0,1,4,5,1,5,5,2,2,4,1,3,5,39,30,1,0,0,1,0,2
"40432",1,85,486,3,4,4,4,3,3,3,4,5,4,4,3,4,3,8,1,1,0,1,0,0,2
"40435",1,49,1235,3,3,3,5,2,3,3,2,4,4,4,5,4,2,19,108,1,0,1,0,0,1
"40442",0,25,271,2,2,3,3,5,3,5,5,4,3,3,2,4,5,0,0,1,0,0,1,0,2
"40446",1,23,337,2,0,2,2,4,2,4,4,5,5,4,3,4,4,0,0,1,0,0,1,0,2
"40455",0,48,1562,2,2,2,3,2,2,2,2,4,3,4,3,4,2,0,0,1,0,0,1,0,1
"40458",1,45,1052,3,5,3,2,2,3,2,2,4,4,4,5,5,2,16,4,0,1,0,1,0,1
"40465",1,40,641,5,4,4,3,1,4,1,1,5,4,5,4,5,1,0,0,1,0,1,0,0,4
"40477",0,57,909,3,3,3,3,2,3,2,2,4,1,4,2,4,2,0,0,1,0,0,1,0,4
"40481",0,21,1080,2,2,2,1,1,2,1,1,4,4,4,3,4,1,0,0,1,0,0,1,0,1
"40482",0,24,231,2,5,2,2,4,2,4,4,1,4,5,4,4,4,0,0,1,0,0,1,0,2
"40490",0,62,356,2,4,2,4,5,2,5,5,3,2,3,1,4,5,2,0,1,0,0,1,0,2
"40492",0,61,331,2,1,2,4,3,2,3,3,3,5,4,2,3,3,0,0,1,0,0,1,0,2
"40500",1,37,1107,2,2,2,2,1,2,1,1,2,3,3,4,3,1,0,0,1,0,1,0,0,1
"40502",1,22,413,2,0,2,5,1,2,1,1,4,5,3,4,4,1,0,0,1,0,0,1,0,2
"40507",0,45,307,4,4,4,4,1,4,1,1,4,3,4,5,4,1,69,62,1,0,1,0,0,2
"40521",1,26,986,3,3,3,3,5,3,3,5,1,5,4,2,4,5,1,19,1,0,0,1,0,1
"40527",1,25,998,1,1,1,5,5,1,5,5,3,5,5,4,5,5,0,0,1,0,0,1,0,1
"40528",0,37,462,3,0,3,3,4,3,4,4,4,5,5,2,2,4,4,10,1,0,0,1,0,2
"40529",1,11,864,3,3,3,3,2,3,2,2,3,5,4,2,3,2,34,37,1,0,0,1,0,4
"40532",1,21,1065,4,0,4,2,5,4,5,5,3,5,4,5,5,5,0,0,1,0,1,0,0,1
"40533",0,36,368,1,2,1,4,5,1,5,5,4,1,4,3,4,5,0,0,1,0,0,1,0,2
"40549",0,37,190,2,0,2,2,3,2,5,3,1,3,4,3,3,3,0,1,1,0,0,1,0,2
"40551",0,25,491,4,0,4,3,1,4,1,1,3,5,5,2,5,1,0,0,1,0,0,1,0,2
"40553",1,22,1846,2,2,2,4,1,2,1,1,3,4,4,3,4,1,8,0,1,0,0,1,0,3
"40555",0,11,991,2,2,2,3,1,2,1,1,3,4,4,1,4,1,81,88,1,0,0,1,0,1
"40559",0,24,1105,4,4,4,3,3,4,5,3,4,5,4,4,4,3,0,0,1,0,0,1,0,1
"40569",1,17,817,0,0,0,2,5,0,5,5,4,3,5,4,4,5,1,0,1,0,0,1,0,4
"40570",1,21,594,5,0,5,2,5,5,5,5,5,3,5,4,4,5,0,0,1,0,1,0,0,4
"40580",1,33,429,2,2,2,4,5,2,5,5,5,3,4,4,5,5,0,6,1,0,1,0,0,2
"40585",0,18,174,2,2,2,4,4,2,1,4,4,5,4,3,4,4,0,59,1,0,0,1,0,2
"40587",0,38,293,3,2,3,4,3,3,3,3,1,1,4,4,3,3,0,6,1,0,0,1,0,2
"40591",1,38,108,2,0,2,3,4,2,4,4,5,2,1,5,2,4,0,41,1,0,0,1,0,2
"40600",0,23,979,3,3,3,4,3,3,3,3,2,3,3,4,4,3,0,0,1,0,0,1,0,1
"40602",0,47,325,5,5,5,4,1,5,1,1,5,3,5,3,5,1,9,0,1,0,1,0,0,2
"40604",1,40,101,1,1,1,3,4,1,3,4,1,5,4,3,3,4,0,0,1,0,0,1,0,2
"40608",0,47,113,3,4,3,4,4,3,4,4,4,5,4,1,4,4,0,0,1,0,0,1,0,2
"40612",0,29,1399,2,2,2,3,1,2,1,1,1,3,3,3,3,1,0,26,1,0,0,0,1,1
"40614",0,26,391,2,0,2,4,3,2,1,3,5,4,3,5,3,3,1,0,1,0,0,1,0,2
"40619",1,8,862,3,3,3,4,5,3,5,5,2,3,3,1,4,5,29,20,1,0,0,1,0,4
"40627",0,34,601,1,0,1,2,3,1,3,3,2,5,1,1,3,3,20,18,1,0,0,1,0,4
"40633",0,30,697,1,1,1,2,1,1,1,1,3,5,1,3,1,1,0,6,1,0,0,1,0,4
"40638",0,24,1197,3,3,3,2,5,3,5,5,3,5,4,3,5,5,0,0,1,0,0,1,0,1
"40652",0,30,239,3,2,3,3,1,3,1,1,4,5,3,2,2,1,0,0,1,0,0,1,0,2
"40653",0,12,2585,3,3,3,3,3,3,3,3,3,4,4,3,3,3,0,25,1,0,0,1,0,3
"40654",0,32,545,2,2,2,4,4,2,4,4,5,2,5,5,4,4,10,9,1,0,1,0,0,4
"40656",1,36,390,2,2,2,2,3,2,2,3,3,4,4,4,5,3,44,43,1,0,1,0,0,2
"40659",1,22,872,0,0,0,3,2,0,4,2,5,3,4,5,5,2,0,0,1,0,0,1,0,4
"40660",0,41,1192,2,2,2,3,3,2,2,3,3,3,5,5,4,3,0,0,1,0,1,0,0,1
"40663",0,37,1216,4,4,4,3,4,4,4,4,2,4,5,4,3,4,0,0,1,0,0,1,0,1
"40667",1,38,759,2,1,1,4,4,1,4,4,3,5,4,3,4,4,6,0,1,0,0,1,0,4
"40669",1,25,916,2,2,2,4,5,2,5,5,3,1,4,4,4,5,0,0,1,0,0,1,0,4
"40675",1,34,305,3,3,3,3,1,3,1,1,5,4,5,4,5,1,0,0,1,0,1,0,0,2
"40678",0,26,2615,3,3,3,3,3,5,5,1,1,2,2,5,4,5,0,7,1,0,0,1,0,3
"40686",1,10,594,3,1,4,4,3,4,1,3,2,3,3,2,4,3,0,0,1,0,0,1,0,4
"40688",0,24,907,2,2,2,5,5,2,3,5,5,1,3,4,4,5,23,23,1,0,0,1,0,4
"40690",1,37,184,1,2,0,4,2,0,5,2,4,2,3,2,3,2,0,0,1,0,0,1,0,2
"40694",1,37,399,4,4,4,2,5,4,5,5,5,4,5,5,5,5,46,49,1,0,1,0,0,2
"40696",0,23,680,3,2,2,3,5,2,5,5,5,1,2,5,3,5,0,0,1,0,0,1,0,4
"40697",0,25,2139,3,5,3,4,3,3,3,3,4,2,5,5,4,3,11,0,1,0,1,0,0,3
"40698",0,26,403,4,4,4,3,4,4,4,4,4,3,4,4,3,4,0,0,1,0,0,1,0,2
"40708",1,50,134,2,2,2,3,4,2,4,4,5,5,4,5,4,4,15,43,1,0,1,0,0,2
"40723",0,23,337,4,2,4,3,1,4,1,1,3,5,4,4,4,1,14,12,1,0,0,1,0,2
"40730",0,24,895,4,4,4,1,2,4,2,2,5,2,5,5,5,2,0,0,1,0,0,1,0,4
"40734",1,28,416,2,2,2,3,2,2,2,2,2,4,3,3,3,2,0,0,1,0,0,1,0,2
"40737",0,21,873,2,2,2,3,3,2,1,3,3,5,2,1,3,3,7,0,1,0,0,1,0,4
"40738",0,27,612,3,4,3,4,1,3,1,1,3,5,4,4,4,1,0,0,1,0,0,1,0,4
"40742",0,23,342,1,3,1,3,5,1,5,5,3,3,4,1,4,5,44,40,1,0,0,1,0,2
"40744",1,25,1372,4,4,4,3,4,4,4,4,2,3,3,1,3,4,0,0,1,0,0,1,0,1
"40754",0,30,1747,1,2,2,3,4,1,4,4,4,3,2,3,3,4,26,13,1,0,0,1,0,1
"40757",0,22,1355,3,3,3,2,3,3,3,3,1,5,2,3,2,3,18,19,1,0,0,1,0,1
"40778",0,22,541,2,4,2,5,3,2,3,3,5,3,4,4,4,3,0,0,1,0,0,1,0,4
"40786",1,23,632,4,5,4,4,4,2,2,5,3,5,5,2,3,2,154,141,1,0,1,0,0,4
"40789",0,26,2701,2,2,2,1,4,2,4,4,3,1,5,1,5,4,0,0,1,0,0,1,0,3
"40791",1,23,829,2,2,2,4,5,2,5,5,2,1,3,4,3,5,0,7,1,0,0,1,0,4
"40799",1,38,565,1,0,1,3,2,1,2,2,5,4,2,2,2,2,0,0,1,0,0,1,0,4
"40801",0,27,328,5,5,5,2,3,5,3,3,3,4,3,1,4,3,0,0,1,0,0,0,1,2
