"","satisfaction","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","cluster"
"34749",0,0,"disloyal Customer",15,"Business travel","Eco",1061,2,2,2,3,1,2,1,1,4,3,3,4,3,1,0,0,4
"34761",0,1,"disloyal Customer",9,"Business travel","Eco",946,1,1,1,4,4,1,2,4,1,3,3,2,4,4,12,0,1
"34763",1,0,"disloyal Customer",17,"Business travel","Eco",130,0,0,0,3,5,0,5,5,4,5,4,4,5,5,0,0,1
"34768",0,1,"disloyal Customer",21,"Business travel","Eco",745,4,4,4,5,1,4,1,1,3,5,4,3,4,1,0,0,3
"34776",0,0,"disloyal Customer",33,"Business travel","Eco",372,3,4,3,3,3,3,3,3,2,3,3,3,4,3,0,0,3
"34779",0,1,"disloyal Customer",21,"Business travel","Eco",1069,1,2,2,4,4,2,4,4,4,4,4,4,4,4,32,26,1
"34782",0,0,"disloyal Customer",48,"Business travel","Eco",1205,2,2,2,4,1,2,1,1,2,5,4,2,4,1,1,4,4
"34788",0,1,"disloyal Customer",29,"Business travel","Eco",508,2,3,2,4,2,3,3,2,4,4,4,3,3,3,213,197,4
"34794",0,1,"disloyal Customer",37,"Business travel","Eco",859,3,3,3,3,4,3,4,4,3,5,1,4,2,4,0,3,1
"34797",1,1,"disloyal Customer",23,"Business travel","Business",298,5,4,5,5,3,5,3,3,5,2,5,4,4,3,0,0,2
"34805",0,0,"disloyal Customer",21,"Business travel","Eco",271,3,3,3,3,2,3,2,2,4,1,3,3,4,2,0,20,3
"34808",1,1,"disloyal Customer",28,"Business travel","Business",516,4,4,4,4,3,4,3,3,3,5,5,3,4,3,35,30,2
"34810",0,0,"disloyal Customer",47,"Business travel","Business",989,3,3,3,1,5,3,5,5,4,2,4,3,5,5,13,15,2
"34823",0,0,"disloyal Customer",34,"Business travel","Eco",429,3,5,3,5,5,3,5,5,2,1,1,3,3,5,9,8,1
"34826",0,0,"disloyal Customer",59,"Business travel","Eco Plus",508,3,3,3,4,4,3,4,4,2,1,3,1,4,4,0,0,1
"34827",0,1,"disloyal Customer",23,"Business travel","Eco",1562,1,1,1,3,5,1,5,5,2,2,2,3,1,5,14,0,1
"34831",0,0,"disloyal Customer",39,"Business travel","Business",547,1,1,1,3,3,1,3,3,1,3,4,3,3,3,1,0,4
"34833",0,1,"disloyal Customer",25,"Business travel","Eco",780,3,3,3,3,1,3,1,1,2,3,3,3,3,1,3,7,3
"34834",0,0,"disloyal Customer",27,"Business travel","Business",868,3,3,3,4,2,3,2,2,5,5,4,4,4,2,1,6,3
"34852",0,1,"disloyal Customer",34,"Business travel","Business",354,1,1,1,4,5,1,5,5,3,1,1,4,1,5,0,0,1
"34853",0,0,"disloyal Customer",8,"Business travel","Eco",1140,2,2,2,3,4,2,4,4,3,4,3,3,3,4,0,0,1
"34863",0,1,"disloyal Customer",32,"Business travel","Business",196,2,2,2,1,1,2,1,1,4,5,5,5,4,1,0,3,4
"34865",0,1,"disloyal Customer",38,"Business travel","Eco",258,1,2,0,2,2,0,2,2,3,1,1,4,1,2,0,0,4
"34866",0,0,"disloyal Customer",20,"Business travel","Eco",214,2,0,2,1,3,2,5,3,5,5,5,3,4,3,0,0,1
"34869",0,0,"disloyal Customer",21,"Business travel","Eco",964,3,3,3,1,1,3,1,1,4,3,4,3,5,1,0,0,3
"34870",0,1,"disloyal Customer",30,"Business travel","Business",2342,3,3,3,2,4,3,4,4,4,2,4,5,4,4,3,0,2
"34879",0,0,"disloyal Customer",24,"Business travel","Eco",1050,3,3,3,4,1,3,1,1,4,3,2,4,3,1,0,0,3
"34881",0,1,"disloyal Customer",32,"Business travel","Business",181,2,2,2,1,5,2,5,5,4,4,4,4,5,5,0,0,1
"34892",0,1,"disloyal Customer",20,"Business travel","Eco",190,3,4,3,3,5,3,5,5,4,2,4,3,2,5,0,0,1
"34894",0,1,"disloyal Customer",38,"Business travel","Eco",780,2,2,2,4,3,2,3,3,1,1,5,4,1,3,0,10,4
"34895",0,1,"disloyal Customer",24,"Business travel","Eco",1428,1,1,1,3,1,1,1,1,1,4,4,3,4,1,0,0,4
"34898",1,0,"disloyal Customer",20,"Business travel","Business",447,5,4,5,2,5,5,5,5,5,2,5,5,4,5,4,11,2
"34905",0,0,"disloyal Customer",25,"Business travel","Business",2475,1,5,1,5,1,1,1,3,3,3,4,1,5,1,0,0,4
"34906",0,0,"disloyal Customer",45,"Business travel","Eco",746,2,2,2,1,4,2,4,4,3,1,5,5,2,4,0,0,1
"34915",1,0,"disloyal Customer",16,"Business travel","Eco",1062,4,4,4,4,1,4,5,1,4,5,3,1,5,1,0,0,3
"34921",0,1,"disloyal Customer",27,"Business travel","Business",395,2,2,2,2,5,2,5,5,1,4,2,1,2,5,0,19,1
"34943",1,1,"disloyal Customer",20,"Business travel","Eco",438,4,0,4,5,2,4,5,2,4,4,2,4,3,2,0,0,3
"34948",0,1,"disloyal Customer",34,"Business travel","Eco",577,2,0,2,1,2,2,2,2,5,3,4,1,2,2,0,0,4
"34951",0,0,"disloyal Customer",26,"Business travel","Business",2586,1,1,1,2,1,2,2,4,2,3,4,2,3,2,0,27,4
"34970",0,1,"disloyal Customer",32,"Business travel","Eco",382,4,0,4,4,1,4,1,1,3,1,2,3,4,1,81,58,3
"34974",0,0,"disloyal Customer",20,"Business travel","Eco",268,2,0,2,3,3,2,1,3,1,4,4,1,4,3,0,0,4
"34979",0,0,"disloyal Customer",25,"Business travel","Eco",1576,3,3,3,3,1,3,1,1,3,2,4,1,3,1,0,0,3
"34986",0,0,"disloyal Customer",26,"Business travel","Business",216,4,4,4,1,5,4,5,5,3,2,5,4,4,5,15,27,2
"34990",1,1,"disloyal Customer",24,"Business travel","Eco",353,4,5,4,1,1,4,1,1,2,4,4,1,4,1,0,0,3
"34991",0,0,"disloyal Customer",39,"Business travel","Business",201,3,3,3,5,2,3,2,2,5,5,4,4,5,2,54,52,3
"34999",1,1,"disloyal Customer",48,"Business travel","Business",227,5,5,5,2,1,5,1,1,4,5,4,3,5,1,0,0,3
"35015",0,1,"disloyal Customer",36,"Business travel","Eco",669,3,3,3,2,1,3,1,1,4,3,5,5,5,1,0,0,3
"35016",0,0,"disloyal Customer",38,"Business travel","Eco",372,2,2,3,2,1,3,1,1,3,1,1,2,1,1,0,4,3
"35022",1,1,"disloyal Customer",23,"Business travel","Eco",296,0,2,0,3,3,0,3,3,5,2,1,4,3,3,0,0,4
"35024",0,0,"disloyal Customer",16,"Business travel","Eco",1097,1,1,1,2,2,1,5,2,4,5,3,4,2,2,0,0,4
"35026",0,1,"disloyal Customer",27,"Business travel","Eco",589,1,3,1,2,5,1,5,5,2,3,2,2,2,5,0,0,1
"35028",0,0,"disloyal Customer",34,"Business travel","Eco",541,3,2,3,3,4,3,4,4,1,4,4,3,3,4,0,0,1
"35030",0,0,"disloyal Customer",62,"Business travel","Eco",423,3,3,3,3,3,3,3,3,3,2,2,4,2,3,6,7,3
"35035",0,1,"disloyal Customer",36,"Business travel","Eco",156,3,0,3,4,1,3,1,1,1,3,3,4,5,1,0,0,3
"35043",0,0,"disloyal Customer",37,"Business travel","Business",77,1,2,2,4,1,2,1,1,2,1,3,1,4,1,59,58,4
"35050",0,0,"disloyal Customer",30,"Business travel","Business",1590,3,3,3,4,5,3,5,5,4,3,3,1,4,5,3,23,1
"35051",0,0,"disloyal Customer",33,"Business travel","Business",569,4,4,4,2,1,4,1,1,4,4,5,4,4,1,9,0,3
"35064",0,1,"disloyal Customer",27,"Business travel","Eco",495,2,3,2,2,3,2,3,3,4,4,3,4,2,3,0,0,4
"35065",1,1,"disloyal Customer",20,"Business travel","Business",440,0,5,0,1,5,0,5,5,4,4,4,5,4,5,0,5,1
"35079",0,0,"disloyal Customer",42,"Business travel","Eco",404,4,4,4,5,2,4,3,2,4,4,1,5,4,2,10,4,3
"35081",0,0,"disloyal Customer",55,"Business travel","Eco",370,3,4,3,2,5,3,5,5,3,4,2,1,3,5,4,3,1
"35085",1,0,"disloyal Customer",44,"Business travel","Business",1136,4,4,4,5,3,4,3,3,5,5,5,3,5,3,0,6,2
"35097",0,0,"disloyal Customer",26,"Business travel","Eco",302,3,2,3,4,4,3,5,4,1,4,3,1,4,4,0,19,1
"35101",1,1,"disloyal Customer",22,"Business travel","Business",547,4,0,4,5,1,4,5,1,5,5,5,4,4,1,0,0,3
"35106",0,1,"disloyal Customer",19,"Business travel","Eco",1788,4,4,4,2,5,4,5,5,5,3,3,4,5,5,19,3,2
"35117",1,1,"disloyal Customer",26,"Business travel","Business",257,4,4,4,2,3,4,4,3,3,3,5,4,4,3,16,1,2
"35125",0,1,"disloyal Customer",34,"Business travel","Business",862,3,3,3,2,5,3,5,5,4,4,5,5,4,5,0,0,2
"35130",1,1,"disloyal Customer",20,"Personal Travel","Eco",1416,4,2,4,4,3,4,3,3,1,2,3,3,4,3,0,0,3
"35132",0,1,"disloyal Customer",22,"Business travel","Eco",216,2,5,1,2,2,1,2,2,2,4,1,2,3,2,0,0,4
"35134",0,1,"disloyal Customer",16,"Business travel","Eco",199,2,2,3,3,2,3,2,2,3,3,4,3,3,2,0,0,3
"35136",0,0,"disloyal Customer",55,"Business travel","Eco Plus",2227,3,3,3,2,4,3,4,4,2,5,3,4,3,4,14,0,2
"35138",0,0,"disloyal Customer",36,"Business travel","Eco",216,4,4,4,4,2,4,5,2,2,3,4,1,4,2,52,85,3
"35139",0,1,"disloyal Customer",40,"Business travel","Eco",134,3,0,3,2,3,3,4,3,5,1,5,1,5,3,0,1,2
"35147",1,1,"disloyal Customer",22,"Business travel","Business",1013,0,0,0,2,3,0,2,3,4,3,5,4,4,3,0,0,4
"35148",1,0,"disloyal Customer",22,"Business travel","Business",1616,4,0,4,2,2,4,2,2,5,4,3,3,4,2,0,0,3
"35151",0,1,"disloyal Customer",39,"Business travel","Eco",147,4,0,4,1,4,4,4,4,2,1,4,2,1,4,0,0,1
"35154",0,1,"disloyal Customer",22,"Business travel","Eco",1172,3,3,3,2,4,3,4,4,3,4,5,4,5,4,122,98,2
"35155",0,0,"disloyal Customer",30,"Business travel","Eco",342,1,4,1,3,2,1,2,2,2,5,4,4,3,2,0,0,4
"35159",1,0,"disloyal Customer",23,"Business travel","Eco",533,4,4,4,3,3,4,3,3,3,3,5,3,4,3,71,65,2
"35171",0,0,"disloyal Customer",23,"Business travel","Eco Plus",1182,3,2,3,3,5,3,5,5,1,2,4,1,3,5,0,7,1
"35172",0,0,"disloyal Customer",26,"Business travel","Business",338,1,5,1,4,2,1,4,2,4,5,5,5,4,2,18,3,4
"35176",0,0,"disloyal Customer",50,"Business travel","Eco",160,2,2,3,4,4,3,1,4,1,2,4,2,3,4,0,6,1
"35182",1,1,"disloyal Customer",28,"Business travel","Business",495,0,0,0,1,3,0,3,3,4,2,4,4,4,3,0,0,4
"35201",1,1,"disloyal Customer",19,"Business travel","Business",67,0,3,0,4,4,0,4,4,1,4,4,5,1,4,0,0,1
"35209",1,1,"disloyal Customer",24,"Business travel","Business",589,4,0,3,2,4,3,4,4,5,4,5,5,4,4,37,33,2
"35210",0,1,"disloyal Customer",21,"Business travel","Eco",1005,2,2,2,3,5,2,2,5,2,5,4,1,3,5,0,0,1
"35211",0,0,"disloyal Customer",25,"Business travel","Business",369,3,0,2,4,3,2,3,3,4,5,5,3,4,3,1,0,4
"35213",0,1,"disloyal Customer",27,"Business travel","Eco",1416,1,2,2,1,3,1,3,3,4,5,3,1,5,3,0,0,4
"35219",0,1,"disloyal Customer",16,"Business travel","Eco",787,1,1,1,3,1,1,1,4,4,2,2,1,3,1,32,32,4
"35221",0,0,"disloyal Customer",19,"Business travel","Eco Plus",1218,3,1,3,3,3,3,3,3,3,4,4,4,3,3,45,32,3
"35223",0,1,"disloyal Customer",46,"Business travel","Business",1187,4,5,5,1,5,4,5,5,5,5,5,5,4,5,0,0,2
"35232",0,0,"disloyal Customer",22,"Business travel","Eco",89,2,0,2,2,3,2,3,3,4,2,1,1,1,3,0,1,1
"35235",0,0,"disloyal Customer",29,"Business travel","Eco",647,2,2,2,3,5,2,4,5,3,3,3,3,3,5,29,27,1
"35240",0,1,"disloyal Customer",41,"Business travel","Eco",453,3,0,3,3,2,3,2,2,3,1,4,2,3,2,6,2,3
"35242",1,1,"disloyal Customer",16,"Business travel","Business",919,5,0,5,5,5,5,5,5,4,3,4,3,4,5,7,7,2
"35253",1,1,"disloyal Customer",25,"Business travel","Business",802,5,0,5,2,2,5,2,2,4,2,5,5,4,2,7,0,3
"35259",0,1,"disloyal Customer",22,"Business travel","Eco",945,3,2,2,2,2,2,1,2,3,2,3,4,3,2,36,37,4
"35266",0,1,"disloyal Customer",27,"Business travel","Business",313,2,2,2,4,1,2,1,1,3,3,3,1,4,1,40,13,4
"35269",1,0,"disloyal Customer",14,"Business travel","Eco",1353,5,5,5,3,3,5,3,3,4,3,3,3,4,3,2,0,2
"35272",0,0,"disloyal Customer",36,"Business travel","Business",460,2,2,2,4,2,2,2,2,4,4,4,3,4,2,32,7,4
"35276",0,0,"disloyal Customer",38,"Business travel","Eco",89,4,4,4,4,3,4,3,3,1,1,3,4,4,3,0,0,3
"35286",0,0,"disloyal Customer",25,"Business travel","Eco Plus",672,1,4,1,4,4,1,4,4,2,3,3,4,4,4,0,11,1
"35289",0,1,"disloyal Customer",25,"Business travel","Business",296,2,4,1,3,5,1,5,5,5,3,4,3,5,5,0,0,1
"35298",0,1,"disloyal Customer",19,"Business travel","Business",349,2,2,2,4,3,2,3,3,1,5,3,1,4,3,0,0,4
"35306",0,1,"disloyal Customer",26,"Business travel","Eco",147,2,2,2,4,4,2,3,4,3,3,4,2,4,4,0,0,1
"35313",0,0,"disloyal Customer",36,"Business travel","Eco",337,2,1,2,4,2,2,2,2,1,5,4,3,4,2,64,57,4
"35318",0,0,"disloyal Customer",27,"Business travel","Business",544,2,2,2,3,3,2,3,3,2,2,3,4,4,3,0,0,4
"35319",1,0,"disloyal Customer",45,"Business travel","Business",957,5,5,5,2,5,5,5,5,5,3,4,5,5,5,0,0,2
"35328",0,0,"disloyal Customer",25,"Business travel","Business",1080,2,5,2,5,2,2,4,2,3,5,4,4,4,2,0,0,4
"35334",0,1,"disloyal Customer",34,"Business travel","Business",3784,3,3,3,3,3,1,1,3,5,3,4,1,4,1,239,226,4
"35341",0,0,"disloyal Customer",40,"Business travel","Business",328,2,1,1,2,1,1,1,1,3,2,5,5,4,1,0,0,4
"35364",0,0,"disloyal Customer",22,"Business travel","Eco",356,2,4,2,3,4,2,1,4,2,4,3,3,3,4,0,0,1
"35371",1,0,"disloyal Customer",22,"Business travel","Business",214,4,0,4,1,2,4,2,2,4,4,5,4,4,2,0,7,3
"35378",0,1,"disloyal Customer",22,"Business travel","Eco",957,2,2,2,3,1,2,1,1,4,2,4,3,4,1,12,1,4
"35384",0,1,"disloyal Customer",23,"Business travel","Eco",990,3,3,3,3,2,3,1,2,2,2,4,1,3,2,32,28,3
"35387",0,0,"disloyal Customer",39,"Business travel","Business",866,2,2,2,1,4,2,4,4,3,2,4,3,2,4,0,0,1
"35393",1,0,"disloyal Customer",25,"Business travel","Business",1172,5,0,5,2,4,5,4,4,5,2,5,3,5,4,0,0,2
"35395",1,0,"disloyal Customer",26,"Business travel","Business",363,4,0,4,1,4,4,4,4,3,5,5,5,4,4,22,72,2
"35401",0,1,"disloyal Customer",20,"Business travel","Eco",402,1,4,1,2,1,1,1,1,1,3,2,5,5,1,0,0,4
"35402",0,0,"disloyal Customer",25,"Business travel","Business",987,1,0,1,3,1,1,5,1,3,2,5,3,4,1,2,0,4
"35406",0,1,"disloyal Customer",27,"Business travel","Eco",246,3,0,3,4,4,3,4,4,1,1,4,3,2,4,0,12,1
"35408",0,0,"disloyal Customer",21,"Business travel","Eco",980,1,1,1,5,2,1,3,2,4,5,4,3,4,2,0,0,4
"35415",0,0,"disloyal Customer",27,"Business travel","Business",647,2,2,2,5,5,2,5,5,4,5,5,4,4,5,0,0,1
"35429",0,0,"disloyal Customer",36,"Business travel","Business",867,4,4,4,4,4,4,3,4,4,5,5,3,5,4,29,49,2
"35436",0,1,"disloyal Customer",55,"Business travel","Business",354,2,2,2,1,2,2,5,2,5,2,5,3,5,2,0,0,4
"35443",0,0,"disloyal Customer",27,"Business travel","Business",455,1,1,1,1,2,1,2,2,5,4,4,5,5,2,0,40,4
"35453",0,0,"disloyal Customer",17,"Business travel","Eco",397,3,4,3,3,3,3,3,3,3,5,4,1,3,3,4,7,3
"35454",0,0,"disloyal Customer",23,"Business travel","Eco",231,3,1,3,3,3,3,3,3,1,5,4,1,3,3,0,0,3
"35458",0,1,"disloyal Customer",18,"Business travel","Eco",458,4,2,4,4,2,4,2,2,4,4,3,4,4,2,22,38,3
"35464",0,0,"disloyal Customer",62,"Business travel","Eco Plus",320,3,3,3,3,1,3,1,1,4,5,3,3,3,1,0,0,3
"35466",0,1,"disloyal Customer",24,"Business travel","Eco",1542,2,2,2,2,2,2,2,2,4,5,3,1,4,2,0,0,4
"35486",0,0,"disloyal Customer",39,"Business travel","Business",201,2,2,2,3,1,2,1,1,4,4,3,1,3,1,2,0,4
"35487",0,0,"disloyal Customer",25,"Business travel","Business",1276,3,0,3,3,3,3,3,3,5,4,5,5,4,3,0,4,2
"35488",0,1,"disloyal Customer",23,"Business travel","Eco",667,4,1,5,2,4,5,4,4,4,2,3,1,3,4,0,1,2
"35489",1,1,"disloyal Customer",12,"Business travel","Business",611,5,5,5,1,5,5,5,4,5,5,5,5,5,5,223,243,2
"35496",0,0,"disloyal Customer",24,"Business travel","Eco",236,4,4,4,5,4,4,4,4,4,1,3,4,2,4,0,0,2
"35502",1,0,"disloyal Customer",37,"Business travel","Business",550,4,4,4,1,2,4,2,2,3,4,4,3,5,2,0,0,3
"35504",1,1,"disloyal Customer",23,"Business travel","Business",1344,5,0,5,3,5,5,5,5,3,5,5,4,4,5,14,1,2
"35515",0,0,"disloyal Customer",27,"Business travel","Business",366,3,4,4,1,1,4,1,1,4,3,5,4,5,1,0,0,3
"35521",0,0,"disloyal Customer",38,"Business travel","Eco Plus",410,4,4,4,3,3,4,3,3,1,3,3,2,4,3,0,15,3
"35523",1,0,"disloyal Customer",59,"Business travel","Business",432,4,4,4,3,1,4,1,1,4,4,5,3,4,1,5,0,3
"35527",1,0,"disloyal Customer",18,"Business travel","Business",733,0,0,0,3,0,4,4,3,2,5,5,4,3,4,4,0,4
"35535",0,1,"disloyal Customer",33,"Personal Travel","Eco",462,3,4,2,1,5,2,5,5,3,3,5,5,4,5,0,9,1
"35540",0,0,"disloyal Customer",39,"Business travel","Business",399,3,3,3,1,3,3,3,3,2,3,5,1,5,3,0,0,3
"35548",0,1,"disloyal Customer",38,"Business travel","Eco",163,4,0,4,3,1,4,1,1,5,4,2,3,2,1,0,0,3
"35550",0,1,"disloyal Customer",50,"Business travel","Business",1208,2,2,2,4,5,2,5,5,4,5,5,3,5,5,0,0,1
"35552",1,0,"disloyal Customer",41,"Business travel","Business",1242,4,4,4,3,2,4,2,2,3,2,5,5,5,2,0,0,3
"35563",1,0,"disloyal Customer",38,"Business travel","Business",413,4,4,4,2,4,4,4,4,3,3,4,3,4,4,0,0,2
"35567",0,1,"disloyal Customer",36,"Business travel","Business",356,2,2,2,3,3,2,4,3,5,3,4,4,5,3,0,0,4
"35569",0,1,"disloyal Customer",22,"Business travel","Eco",307,1,4,1,2,4,1,4,4,5,2,4,5,4,4,0,0,1
"35574",0,0,"disloyal Customer",30,"Business travel","Eco",641,2,3,2,4,3,2,1,3,1,3,1,5,3,3,8,13,4
"35577",0,1,"disloyal Customer",48,"Business travel","Eco",862,3,2,2,4,2,2,2,2,5,2,3,3,5,2,0,13,4
"35583",0,1,"disloyal Customer",36,"Business travel","Eco",789,3,3,3,4,5,3,5,5,2,1,1,1,3,5,42,32,1
"35591",0,0,"disloyal Customer",22,"Business travel","Eco",125,3,0,3,2,5,3,4,5,4,4,3,2,2,5,88,91,1
"35594",1,1,"disloyal Customer",56,"Business travel","Eco",525,4,0,4,2,5,4,5,5,4,5,5,4,3,5,0,0,2
"35604",1,0,"disloyal Customer",24,"Business travel","Business",692,4,4,4,5,3,4,2,3,4,4,4,3,5,3,0,0,3
"35626",0,0,"disloyal Customer",20,"Business travel","Eco",462,2,3,3,4,4,3,4,4,2,3,4,2,4,4,9,2,1
"35637",0,0,"disloyal Customer",37,"Business travel","Eco",200,2,2,2,3,4,2,4,4,4,4,3,3,4,4,77,75,1
"35645",1,0,"disloyal Customer",38,"Business travel","Business",351,5,5,5,4,3,5,3,3,5,3,5,3,5,3,0,0,2
"35648",0,0,"disloyal Customer",22,"Business travel","Eco",575,2,0,2,1,3,2,3,3,3,2,4,2,5,3,0,0,4
"35651",1,0,"disloyal Customer",24,"Business travel","Business",1081,4,0,4,1,2,4,2,2,4,5,4,5,5,2,0,0,3
"35655",0,1,"disloyal Customer",36,"Business travel","Business",216,2,2,2,1,2,2,2,2,3,4,1,1,3,2,0,0,4
"35663",0,0,"disloyal Customer",36,"Business travel","Business",236,4,4,4,1,5,4,5,5,4,2,5,5,5,5,50,60,2
"35668",1,1,"disloyal Customer",28,"Business travel","Business",692,5,5,5,1,2,5,2,2,3,5,4,3,5,2,0,0,3
"35669",1,1,"disloyal Customer",44,"Business travel","Business",373,4,4,4,1,2,4,5,2,3,3,5,3,4,2,0,0,3
"35674",0,0,"disloyal Customer",22,"Business travel","Eco",598,2,5,2,2,4,2,4,4,3,3,3,2,5,4,0,0,1
"35680",1,1,"disloyal Customer",25,"Business travel","Business",148,4,0,3,3,3,3,3,3,4,4,5,3,4,3,30,22,3
"35685",0,1,"disloyal Customer",20,"Business travel","Eco",270,1,0,0,4,5,0,5,5,4,2,5,4,5,5,0,0,1
"35694",0,0,"disloyal Customer",27,"Business travel","Business",1105,3,3,3,3,3,3,3,3,3,5,4,4,4,3,0,3,3
"35697",0,0,"disloyal Customer",30,"Business travel","Eco",522,4,1,4,3,3,4,3,3,3,2,3,1,3,3,37,37,3
"35702",0,0,"disloyal Customer",32,"Business travel","Eco",541,2,4,3,3,5,3,5,5,5,4,4,3,5,5,7,19,2
"35715",1,1,"disloyal Customer",23,"Business travel","Business",1500,4,0,4,3,4,4,4,4,4,2,4,4,4,4,6,5,2
"35729",0,0,"disloyal Customer",25,"Business travel","Eco",2402,2,2,2,4,2,2,5,2,3,1,4,3,3,2,0,0,4
"35730",0,1,"disloyal Customer",14,"Business travel","Eco",989,4,4,4,4,5,4,5,5,2,5,3,4,3,5,0,0,2
"35731",1,0,"disloyal Customer",26,"Business travel","Business",407,4,4,4,4,2,4,2,2,3,2,5,4,4,2,0,0,3
"35733",1,1,"disloyal Customer",24,"Business travel","Business",192,5,2,5,2,1,2,1,1,3,2,4,3,4,1,2,0,3
"35737",0,0,"disloyal Customer",37,"Business travel","Business",334,2,2,2,2,2,2,2,2,3,5,5,3,4,2,28,21,4
"35741",0,0,"disloyal Customer",26,"Business travel","Business",303,2,0,2,2,4,2,4,4,5,2,4,5,4,4,0,0,1
"35742",0,0,"disloyal Customer",35,"Business travel","Eco",112,3,1,3,2,4,3,4,4,2,4,3,2,3,4,0,0,1
"35743",1,0,"disloyal Customer",21,"Business travel","Business",296,0,0,0,3,3,0,3,3,3,5,5,3,5,3,40,34,4
"35755",1,0,"disloyal Customer",21,"Business travel","Business",185,0,5,0,5,3,0,3,3,5,4,4,4,5,3,0,0,4
"35758",0,1,"disloyal Customer",21,"Business travel","Eco",1290,3,3,3,3,3,3,1,3,5,3,4,5,4,3,0,4,3
"35760",0,0,"disloyal Customer",37,"Business travel","Eco",358,2,0,1,2,4,1,4,4,1,1,3,1,2,4,0,0,1
"35764",1,0,"disloyal Customer",39,"Business travel","Business",258,4,4,4,3,5,4,5,5,4,5,3,3,5,5,0,0,2
"35769",0,0,"disloyal Customer",33,"Business travel","Business",696,1,1,1,4,5,1,4,5,5,2,4,4,4,5,0,0,1
"35770",0,0,"disloyal Customer",54,"Business travel","Eco",1209,2,2,2,3,4,2,4,4,4,4,3,3,3,4,0,2,1
"35780",1,0,"disloyal Customer",21,"Business travel","Business",1303,0,5,0,4,3,0,3,3,4,4,5,3,5,3,18,0,4
"35792",1,1,"disloyal Customer",38,"Business travel","Business",255,4,4,4,2,4,4,1,4,5,4,5,5,4,4,0,0,2
"35800",0,0,"disloyal Customer",37,"Business travel","Eco",296,3,1,3,3,5,3,5,5,2,5,4,2,3,5,32,28,1
"35803",0,0,"disloyal Customer",30,"Business travel","Eco",678,2,2,2,3,4,2,4,4,1,2,4,1,4,4,0,2,1
"35805",0,1,"disloyal Customer",17,"Business travel","Eco",1072,3,3,3,2,5,3,5,5,1,2,5,3,1,5,0,2,1
"35812",1,1,"disloyal Customer",23,"Business travel","Eco",416,0,1,0,2,3,0,3,3,1,2,2,4,4,3,0,0,4
"35816",0,1,"disloyal Customer",42,"Business travel","Business",419,2,2,2,5,4,2,4,4,3,5,5,3,5,4,0,0,1
"35821",0,0,"disloyal Customer",49,"Business travel","Eco",630,2,3,2,4,5,2,5,5,4,3,4,4,3,5,0,1,1
"35828",1,1,"disloyal Customer",21,"Business travel","Business",223,4,4,4,5,4,4,2,4,4,5,5,4,4,4,0,0,2
"35831",0,1,"disloyal Customer",23,"Business travel","Eco",599,3,4,3,4,3,5,5,3,2,4,5,5,5,5,499,473,2
"35832",0,0,"disloyal Customer",21,"Business travel","Eco",120,2,0,2,2,2,2,2,2,1,4,5,4,1,2,0,0,4
"35838",0,1,"disloyal Customer",40,"Business travel","Business",2556,4,4,4,3,5,4,5,5,3,4,5,3,5,5,1,0,2
"35840",0,0,"disloyal Customer",37,"Business travel","Eco",365,4,4,5,4,5,5,5,1,2,3,3,5,3,5,220,225,2
"35844",0,1,"disloyal Customer",36,"Business travel","Business",277,4,4,4,3,2,4,2,2,1,1,4,2,5,2,82,67,3
"35847",1,0,"disloyal Customer",26,"Business travel","Business",432,0,0,0,4,3,0,3,3,4,5,4,4,4,3,0,0,4
"35848",1,1,"disloyal Customer",26,"Business travel","Business",822,5,5,5,3,5,1,1,5,2,5,5,1,3,1,0,0,3
"35849",0,0,"disloyal Customer",25,"Business travel","Eco",1107,1,1,1,4,5,1,5,5,3,3,3,3,3,5,29,9,1
"35850",0,1,"disloyal Customer",52,"Business travel","Eco",600,1,2,1,3,3,1,3,3,2,4,3,4,4,3,2,9,4
"35855",1,0,"disloyal Customer",26,"Business travel","Business",356,4,3,4,2,4,4,4,4,4,2,5,3,5,4,21,17,2
"35867",0,1,"disloyal Customer",35,"Business travel","Eco",569,3,3,3,4,4,3,4,4,1,3,4,1,3,4,0,0,1
"35870",0,0,"disloyal Customer",59,"Business travel","Eco",160,1,4,1,4,1,1,1,1,3,1,4,2,3,1,0,0,4
"35873",0,1,"disloyal Customer",25,"Business travel","Eco",896,1,1,1,1,3,1,5,3,4,5,5,3,1,3,4,10,1
"35875",0,1,"disloyal Customer",34,"Business travel","Eco",777,1,1,1,4,3,1,3,3,2,3,3,4,3,3,12,9,4
"35876",1,1,"disloyal Customer",27,"Business travel","Business",850,5,5,5,3,1,5,1,1,4,5,5,4,4,1,1,0,3
"35883",0,1,"disloyal Customer",50,"Business travel","Eco",459,2,0,2,1,2,2,2,2,1,5,3,1,3,2,69,67,4
"35885",0,0,"disloyal Customer",35,"Business travel","Business",1547,2,2,2,2,1,2,1,1,3,3,4,3,5,1,0,0,4
