Row.names,satisfaction,Gender,Customer.Type,Age,Type.of.Travel,Class,Flight.Distance,Inflight.wifi.service,Departure.Arrival.time.convenient,Ease.of.Online.booking,Gate.location,Food.and.drink,Online.boarding,Seat.comfort,Inflight.entertainment,On.board.service,Leg.room.service,Baggage.handling,Checkin.service,Inflight.service,Cleanliness,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,cluster
44983,1,0,disloyal Customer,52,Business travel,Business,930,2,2,2,3,2,2,2,2,5,4,4,3,5,2,0,0,4
44984,0,1,disloyal Customer,40,Business travel,Business,641,3,3,3,4,2,3,2,2,3,4,4,4,5,2,25,14,4
44991,0,0,disloyal Customer,15,Business travel,Eco,726,4,4,4,2,4,2,2,3,5,1,1,2,2,2,114,99,4
44997,1,1,disloyal Customer,23,Business travel,Eco,1295,5,5,5,2,5,4,4,3,2,4,4,4,5,4,0,17,1
44999,0,1,disloyal Customer,27,Business travel,Eco,374,2,2,2,3,1,2,1,1,4,3,3,4,3,1,2,0,2
45001,1,1,disloyal Customer,23,Business travel,Eco,692,5,5,5,2,3,5,4,3,3,5,5,3,4,3,0,0,4
45009,1,1,disloyal Customer,40,Business travel,Business,610,2,1,1,3,4,1,4,4,4,3,4,3,4,4,1,5,4
45018,0,0,disloyal Customer,24,Business travel,Eco,1069,1,1,1,3,3,1,1,3,4,2,4,3,3,3,61,51,1
45026,1,0,disloyal Customer,28,Business travel,Business,907,4,4,4,3,4,4,4,4,4,5,4,3,4,4,0,0,4
45027,0,1,disloyal Customer,24,Business travel,Eco,936,4,4,4,3,2,4,2,2,4,2,3,3,3,2,0,13,4
45028,0,0,disloyal Customer,27,Business travel,Eco,264,1,2,1,2,3,1,3,3,3,3,2,1,2,3,0,13,2
45030,1,0,disloyal Customer,27,Business travel,Eco,1216,4,4,4,3,3,4,3,3,4,2,3,5,5,3,0,0,1
45031,0,1,disloyal Customer,27,Business travel,Eco,872,4,4,4,4,3,4,3,3,1,5,4,4,3,3,0,0,4
45039,1,1,disloyal Customer,24,Business travel,Business,691,4,5,3,4,2,3,2,2,3,3,5,4,5,2,9,3,4
45048,0,1,disloyal Customer,20,Business travel,Eco,1383,3,3,3,3,5,3,5,5,4,5,4,4,3,5,0,0,1
45052,0,1,disloyal Customer,22,Business travel,Eco Plus,1009,2,1,2,3,2,2,2,2,1,2,2,1,3,2,0,0,1
45054,0,1,disloyal Customer,39,Business travel,Business,277,3,3,3,3,1,3,1,1,3,4,4,3,5,1,68,60,2
45063,1,0,disloyal Customer,30,Business travel,Business,813,5,5,5,4,3,5,3,3,4,4,4,4,5,3,0,0,4
45072,0,1,disloyal Customer,25,Business travel,Business,545,4,0,4,3,1,4,1,1,3,4,5,5,5,1,73,74,4
45078,0,0,disloyal Customer,21,Business travel,Eco,425,1,5,1,3,2,1,1,2,5,4,4,5,4,2,10,2,2
45084,0,0,disloyal Customer,20,Business travel,Eco,1045,3,3,3,2,3,3,3,3,4,4,4,5,5,3,0,0,1
45088,0,0,disloyal Customer,23,Business travel,Eco,1180,4,4,4,1,2,4,1,2,3,5,4,2,4,2,0,0,1
45105,0,0,disloyal Customer,30,Business travel,Eco,769,1,1,1,3,4,1,4,4,1,3,4,3,3,4,48,34,4
45108,0,1,disloyal Customer,22,Business travel,Eco Plus,143,4,1,3,4,3,3,3,3,4,2,3,3,4,3,0,0,2
45112,0,0,disloyal Customer,20,Business travel,Eco,472,1,4,1,3,5,1,3,5,5,4,5,5,5,5,52,67,2
45113,0,1,disloyal Customer,17,Business travel,Eco,404,2,2,2,4,2,2,2,2,4,3,3,3,3,2,0,0,2
45115,0,1,disloyal Customer,37,Business travel,Eco,552,2,3,2,1,1,2,1,1,3,3,3,5,2,1,0,0,4
45123,1,1,disloyal Customer,38,Business travel,Business,864,3,3,3,2,5,3,5,5,3,4,4,4,5,5,3,0,4
45131,1,0,disloyal Customer,30,Business travel,Business,733,4,4,4,2,5,4,5,5,4,3,4,3,4,5,36,29,4
45133,0,0,disloyal Customer,23,Business travel,Eco,265,1,4,1,4,2,1,4,2,1,1,4,2,3,2,33,24,2
45139,0,0,disloyal Customer,19,Business travel,Eco,801,4,4,4,5,5,4,5,5,3,3,5,5,5,5,10,48,4
45147,1,0,disloyal Customer,18,Business travel,Business,931,0,0,0,2,1,0,3,1,4,2,5,3,4,1,0,9,4
45148,1,0,disloyal Customer,64,Business travel,Business,762,2,2,2,2,5,2,5,5,5,4,4,4,4,5,0,0,4
45150,1,0,disloyal Customer,16,Business travel,Business,738,4,0,4,1,3,4,4,3,3,2,4,3,5,3,37,39,4
45151,0,0,disloyal Customer,65,Business travel,Business,236,2,2,2,5,5,2,5,5,5,3,4,5,5,5,0,16,2
45165,0,0,disloyal Customer,65,Business travel,Eco,387,4,1,4,4,1,4,1,1,1,4,4,2,3,1,24,14,2
45176,0,0,disloyal Customer,25,Business travel,Business,896,2,0,2,5,1,2,2,1,5,5,4,3,5,1,0,0,4
45187,1,1,disloyal Customer,22,Business travel,Eco,1014,4,4,4,2,2,4,2,2,2,3,2,4,4,2,0,6,1
45188,0,1,disloyal Customer,35,Business travel,Eco,199,1,0,1,3,3,1,2,3,3,5,1,3,4,3,0,0,2
45193,0,0,disloyal Customer,29,Business travel,Eco,1400,1,0,0,4,3,1,3,3,2,4,2,1,5,3,1,0,1
45197,1,0,disloyal Customer,27,Business travel,Business,1045,5,5,5,1,3,5,3,3,4,3,5,4,4,3,0,0,1
45203,0,0,disloyal Customer,39,Business travel,Business,1671,3,4,4,1,3,4,1,3,3,2,5,5,5,3,10,16,1
45205,0,1,disloyal Customer,25,Business travel,Eco,771,3,3,3,2,2,3,1,2,5,2,2,5,4,2,0,0,4
45209,0,1,disloyal Customer,27,Business travel,Eco,581,4,1,4,4,3,4,3,3,1,3,3,3,4,3,20,21,4
45210,1,0,disloyal Customer,29,Business travel,Business,1096,5,5,5,1,3,5,3,3,5,5,4,5,4,3,0,0,1
45211,0,0,disloyal Customer,37,Business travel,Business,420,2,2,2,2,2,2,2,2,3,4,5,4,5,2,14,39,2
45214,0,1,disloyal Customer,39,Business travel,Eco,101,3,0,3,3,3,3,3,3,5,5,2,5,2,3,10,9,2
45215,0,0,disloyal Customer,25,Business travel,Business,67,1,0,1,5,3,1,3,3,4,4,4,5,4,3,0,0,2
45216,1,0,disloyal Customer,21,Business travel,Eco,200,5,0,5,1,5,5,5,5,4,2,1,3,5,5,0,0,2
45217,0,0,disloyal Customer,36,Business travel,Eco,533,3,2,2,3,5,2,1,5,1,5,3,2,4,5,0,0,4
45224,0,0,disloyal Customer,20,Business travel,Eco,259,1,0,1,4,2,1,2,2,2,5,2,4,5,2,0,7,2
45230,1,1,disloyal Customer,72,Business travel,Business,279,4,4,4,2,1,4,1,1,1,4,2,3,5,1,0,0,2
45231,0,1,disloyal Customer,22,Business travel,Eco,130,1,2,1,1,2,1,2,2,1,2,1,3,2,2,66,56,2
45239,0,0,disloyal Customer,25,Business travel,Eco,1043,2,2,2,3,2,2,2,1,2,4,4,2,4,2,0,11,1
45240,0,0,disloyal Customer,42,Business travel,Business,213,2,1,1,5,1,2,1,1,4,5,5,5,5,1,0,0,2
45255,1,0,disloyal Customer,25,Business travel,Business,719,5,0,5,3,1,5,1,1,5,4,5,4,4,1,0,1,4
45256,0,0,disloyal Customer,29,Business travel,Business,189,2,2,2,2,2,2,2,2,5,4,4,4,5,2,34,25,2
45261,0,1,disloyal Customer,23,Business travel,Eco,692,1,1,1,4,4,1,4,4,3,3,3,2,3,4,33,21,4
45268,1,0,disloyal Customer,39,Business travel,Business,426,5,5,5,5,3,5,3,3,3,4,5,5,5,3,21,0,2
45271,1,0,disloyal Customer,22,Business travel,Eco,746,0,0,0,3,3,0,3,3,2,3,5,2,2,3,26,3,4
45280,0,1,disloyal Customer,45,Business travel,Eco,287,1,0,1,1,1,2,5,1,2,2,3,5,2,5,156,139,2
45284,0,1,disloyal Customer,22,Business travel,Eco,984,2,2,2,3,5,2,5,5,2,3,3,2,3,5,4,0,1
45286,0,0,disloyal Customer,30,Business travel,Business,985,2,2,2,4,3,2,3,3,3,2,5,5,4,3,0,0,1
45288,0,1,disloyal Customer,27,Business travel,Business,453,3,3,3,4,2,3,2,2,4,2,4,5,4,2,25,44,2
45289,0,1,disloyal Customer,22,Business travel,Eco,399,2,0,2,3,1,2,1,1,1,3,5,1,4,1,0,0,2
45292,0,0,disloyal Customer,40,Business travel,Business,964,2,2,2,4,4,2,4,4,1,4,4,4,3,4,0,0,4
45297,0,0,disloyal Customer,36,Business travel,Business,876,3,3,3,4,4,3,4,4,2,2,4,4,4,4,29,6,4
45308,0,1,disloyal Customer,22,Business travel,Eco,768,2,1,1,1,3,1,3,3,5,5,4,5,2,3,39,13,4
45311,1,0,disloyal Customer,12,Business travel,Eco,859,4,4,4,2,5,4,5,5,1,1,5,2,2,5,0,0,4
45320,0,1,disloyal Customer,39,Business travel,Eco,373,1,4,1,3,3,1,3,3,4,5,1,1,3,3,0,0,2
45326,0,1,disloyal Customer,22,Business travel,Eco,417,2,0,2,3,2,2,2,2,5,4,4,3,5,2,39,37,2
45333,0,0,disloyal Customer,26,Business travel,Eco,2409,3,3,3,4,2,3,4,2,4,3,4,1,5,2,0,0,3
45335,0,1,disloyal Customer,26,Business travel,Business,1158,3,3,3,3,5,3,5,5,2,5,4,2,1,5,13,5,1
45336,0,0,disloyal Customer,22,Business travel,Eco,868,3,3,3,3,4,3,2,4,1,3,3,4,3,4,0,0,4
45341,1,1,disloyal Customer,40,Business travel,Business,325,4,4,4,3,2,4,2,2,3,4,5,4,4,2,0,0,2
45342,0,1,disloyal Customer,23,Business travel,Eco,190,2,2,2,4,1,2,1,1,2,1,4,4,3,1,0,0,2
45354,0,0,disloyal Customer,36,Business travel,Business,516,4,4,4,3,4,4,4,4,2,5,4,2,4,4,1,7,4
45355,1,0,disloyal Customer,54,Business travel,Business,190,4,5,5,4,4,4,4,4,5,3,5,5,4,4,0,0,2
45371,0,0,disloyal Customer,27,Business travel,Eco Plus,237,4,4,4,2,5,4,5,5,2,3,2,1,5,5,0,0,2
45380,0,0,disloyal Customer,44,Business travel,Eco,863,1,1,1,3,5,1,5,5,2,4,3,3,3,5,45,26,4
45381,0,0,disloyal Customer,24,Business travel,Eco,135,1,2,1,3,1,1,1,1,4,4,4,1,4,1,5,2,2
45383,0,1,disloyal Customer,29,Business travel,Eco,2454,1,1,1,3,1,4,4,4,4,3,3,4,1,4,51,57,3
45384,0,0,disloyal Customer,27,Business travel,Eco,404,2,0,1,4,3,1,3,3,2,1,1,3,3,3,0,0,2
45388,0,0,disloyal Customer,35,Business travel,Business,862,3,3,3,5,4,3,3,4,3,4,4,3,5,4,0,0,4
45393,1,1,disloyal Customer,24,Business travel,Business,585,5,5,5,4,5,5,5,5,4,4,5,3,5,5,61,64,4
45401,0,0,disloyal Customer,36,Business travel,Eco,689,4,4,4,3,3,4,3,3,1,4,3,3,2,3,0,0,4
45407,0,0,disloyal Customer,10,Business travel,Eco,787,4,4,4,4,2,4,2,2,4,2,3,4,3,2,21,12,4
45410,0,1,disloyal Customer,22,Business travel,Eco,163,1,4,1,3,4,1,5,4,2,4,3,1,4,4,0,0,2
45411,1,1,disloyal Customer,42,Business travel,Business,731,4,3,3,2,2,4,2,2,5,4,5,5,4,2,0,5,4
45415,0,1,disloyal Customer,21,Business travel,Eco,588,2,0,2,4,2,2,2,2,2,3,4,5,1,2,2,0,4
45421,0,0,disloyal Customer,28,Business travel,Eco,950,3,3,3,3,5,3,5,5,5,1,2,5,5,5,0,0,4
45439,0,1,disloyal Customer,30,Business travel,Business,1475,4,4,4,1,4,4,4,4,5,5,5,3,5,4,5,11,1
45459,0,1,disloyal Customer,30,Business travel,Eco,762,2,2,2,1,4,2,4,4,4,4,1,1,4,4,18,3,4
45460,0,0,disloyal Customer,25,Business travel,Eco,271,4,0,4,3,2,4,2,2,1,4,3,2,2,2,0,0,2
45463,0,1,disloyal Customer,25,Business travel,Eco,977,3,3,3,4,3,3,3,3,4,2,5,3,1,3,0,0,1
45464,0,0,disloyal Customer,28,Business travel,Eco,894,3,2,2,5,1,2,1,1,3,3,2,5,3,1,3,2,4
45467,1,1,disloyal Customer,39,Business travel,Business,296,5,5,5,2,3,5,2,3,5,2,4,5,4,3,0,0,2
45469,0,1,disloyal Customer,22,Business travel,Eco,271,4,0,4,3,2,4,3,2,5,2,4,3,4,2,10,3,2
45470,0,1,disloyal Customer,24,Business travel,Eco,1024,4,4,4,3,5,4,5,5,2,2,3,1,4,5,5,6,1
45471,0,0,disloyal Customer,33,Business travel,Eco,140,2,3,2,5,2,2,2,2,1,3,1,4,1,2,0,0,2
45474,0,0,disloyal Customer,61,Business travel,Eco,359,2,1,2,3,3,2,3,3,2,3,4,3,4,3,0,0,2
45477,0,0,disloyal Customer,30,Business travel,Eco Plus,342,3,4,4,4,4,4,4,4,1,5,2,1,5,4,0,0,2
45483,0,0,disloyal Customer,37,Business travel,Eco,414,2,2,3,4,3,3,3,4,1,4,4,3,2,3,143,131,2
45491,0,0,disloyal Customer,40,Business travel,Business,955,1,1,1,2,4,1,4,4,4,1,3,2,2,4,26,12,4
45492,1,1,disloyal Customer,23,Business travel,Eco,577,0,4,0,4,2,0,2,2,5,2,4,5,5,2,0,0,4
45493,1,0,disloyal Customer,15,Business travel,Business,1598,5,0,5,4,3,5,5,3,3,5,5,5,5,3,61,42,1
45495,0,1,disloyal Customer,17,Business travel,Eco,541,1,2,0,3,2,0,2,2,2,3,3,1,3,2,8,0,4
45501,0,1,disloyal Customer,21,Business travel,Eco,762,3,3,3,3,5,3,5,5,2,1,3,2,3,5,2,0,4
45506,1,1,disloyal Customer,22,Business travel,Eco,468,4,4,4,4,1,4,1,1,5,3,4,5,5,1,0,2,2
45508,1,0,disloyal Customer,20,Business travel,Eco,192,5,4,5,1,4,5,1,4,3,5,2,3,5,4,0,0,2
45509,1,0,disloyal Customer,29,Business travel,Eco,1035,4,4,4,3,2,4,2,2,1,3,1,2,2,2,42,21,1
45514,0,0,disloyal Customer,25,Business travel,Eco,1014,4,4,4,2,5,4,5,5,4,3,2,2,1,5,0,0,1
45516,1,1,disloyal Customer,52,Business travel,Business,547,3,3,3,4,4,3,4,4,4,5,5,4,5,4,0,0,4
45525,0,0,disloyal Customer,18,Business travel,Eco,861,4,4,4,1,5,4,5,5,5,2,5,4,5,5,27,5,4
45527,0,0,disloyal Customer,39,Business travel,Business,937,1,1,1,3,3,1,3,3,3,3,3,4,3,3,0,0,4
45537,1,1,disloyal Customer,40,Business travel,Business,2527,5,0,0,2,0,1,1,5,2,5,5,1,3,1,0,0,3
45550,0,0,disloyal Customer,64,Business travel,Eco,872,2,2,2,1,1,2,2,1,4,1,1,5,3,1,0,3,4
45553,0,1,disloyal Customer,26,Business travel,Eco,160,3,0,3,3,5,3,5,5,4,3,5,2,4,5,0,0,2
45554,0,0,disloyal Customer,29,Business travel,Eco,546,2,2,2,3,2,2,2,2,3,1,4,3,3,2,0,0,4
45559,0,1,disloyal Customer,36,Business travel,Eco Plus,406,4,4,4,4,4,4,4,4,3,4,4,4,3,4,82,91,2
45565,0,1,disloyal Customer,37,Business travel,Eco,253,3,0,3,3,2,3,2,2,1,3,2,4,3,2,0,0,2
45568,0,0,disloyal Customer,20,Business travel,Eco,524,4,4,4,4,3,4,3,3,1,1,3,3,3,3,20,10,4
45574,0,1,disloyal Customer,37,Business travel,Eco,509,3,1,3,3,1,3,1,1,1,4,4,3,4,1,0,0,2
45576,1,0,disloyal Customer,25,Business travel,Business,621,4,0,4,3,3,4,3,3,4,2,4,5,4,3,0,0,4
45579,1,0,disloyal Customer,20,Business travel,Business,672,4,4,4,3,3,4,5,3,3,3,4,3,4,3,1,0,4
45592,0,0,disloyal Customer,9,Business travel,Eco,1413,2,2,2,3,4,2,5,4,3,4,2,3,4,4,47,27,1
45596,0,0,disloyal Customer,29,Business travel,Business,672,2,2,2,1,4,2,4,4,3,3,4,5,4,4,0,0,4
45614,0,0,disloyal Customer,35,Business travel,Eco,588,1,3,1,2,4,1,4,4,2,4,3,1,3,4,2,0,4
45616,1,0,disloyal Customer,22,Business travel,Business,849,5,5,5,1,5,5,5,5,4,5,4,4,4,5,1,1,4
45625,0,0,disloyal Customer,36,Business travel,Eco Plus,711,2,2,2,3,3,2,3,3,2,2,3,2,4,3,24,9,4
45630,0,1,disloyal Customer,20,Business travel,Eco,361,2,2,2,3,1,2,1,1,2,1,3,4,3,1,15,24,2
45631,0,1,disloyal Customer,46,Business travel,Business,1072,3,3,3,3,3,3,5,3,3,3,4,1,4,3,10,0,1
45633,0,1,disloyal Customer,26,Business travel,Business,223,2,0,2,3,4,2,3,4,1,2,3,5,3,4,110,96,2
45639,0,1,disloyal Customer,24,Business travel,Business,368,4,2,4,2,5,4,5,5,1,2,3,3,3,5,0,0,2
45641,1,0,disloyal Customer,27,Business travel,Business,1013,0,0,0,1,1,0,1,1,4,3,5,4,5,1,0,0,1
45642,0,0,disloyal Customer,38,Business travel,Business,2342,1,1,1,3,1,5,5,5,5,4,4,5,3,5,30,46,3
45645,0,1,disloyal Customer,27,Business travel,Eco,262,1,1,1,2,5,1,5,5,3,5,3,2,2,5,0,0,2
45652,0,0,disloyal Customer,25,Business travel,Business,1242,3,0,3,3,5,3,5,5,3,5,4,4,4,5,0,0,1
45657,0,0,disloyal Customer,38,Business travel,Business,1464,1,0,0,3,3,0,3,3,4,2,5,5,4,3,4,0,1
45661,1,1,disloyal Customer,23,Business travel,Business,163,4,0,4,2,4,4,5,4,5,3,5,4,5,4,0,0,2
45662,0,1,disloyal Customer,35,Business travel,Business,2288,3,4,4,3,4,4,2,4,4,3,4,3,5,4,0,0,3
45665,1,1,disloyal Customer,27,Business travel,Business,280,5,5,5,2,4,5,4,4,3,2,4,5,4,4,36,35,2
45666,0,1,disloyal Customer,22,Business travel,Business,1157,2,4,2,3,4,2,4,4,4,5,3,3,4,4,13,4,1
45676,0,1,disloyal Customer,23,Business travel,Eco,1325,3,3,3,3,3,3,3,3,4,5,4,4,3,3,6,31,1
45678,1,1,disloyal Customer,26,Business travel,Business,479,0,0,0,4,4,0,2,4,5,3,4,5,4,4,1,3,2
45679,0,0,disloyal Customer,26,Business travel,Business,1127,2,2,2,3,1,2,1,1,4,5,5,5,5,1,4,0,1
45686,0,0,disloyal Customer,36,Business travel,Business,240,4,4,4,2,4,4,4,4,4,5,4,3,5,4,6,0,2
45695,0,0,disloyal Customer,28,Business travel,Business,2565,4,5,5,5,4,5,4,4,4,3,4,5,4,4,0,0,3
45696,0,0,disloyal Customer,33,Business travel,Eco,419,2,1,2,3,1,2,1,1,1,4,4,1,3,1,0,0,2
45697,1,0,disloyal Customer,23,Business travel,Eco,229,5,4,5,4,3,5,3,3,3,5,5,3,5,3,0,0,2
45707,0,1,disloyal Customer,39,Business travel,Eco Plus,954,3,3,3,2,1,3,5,1,4,5,4,3,5,1,9,0,4
45708,0,1,disloyal Customer,25,Business travel,Eco,159,1,4,1,4,1,5,5,3,2,3,4,5,4,5,411,425,2
45712,0,1,disloyal Customer,26,Business travel,Eco,190,3,2,3,3,1,3,1,1,2,2,4,1,3,1,0,0,2
45713,0,1,disloyal Customer,39,Business travel,Eco,191,1,4,1,4,3,1,3,3,5,4,5,4,3,3,0,31,2
45722,0,0,disloyal Customer,25,Business travel,Eco,127,2,0,2,5,3,2,3,3,3,1,5,5,1,3,0,0,2
45723,0,1,disloyal Customer,16,Business travel,Eco,589,3,0,4,5,2,4,2,2,3,5,4,5,2,2,0,0,4
45726,0,0,disloyal Customer,28,Business travel,Eco,950,2,2,2,4,3,2,3,3,2,2,3,1,3,3,0,0,4
45731,0,1,disloyal Customer,23,Business travel,Eco,423,3,4,3,2,4,3,4,4,5,5,4,3,5,4,38,32,2
45744,0,1,disloyal Customer,35,Business travel,Eco,298,3,0,3,4,5,3,5,5,4,5,1,2,3,5,0,0,2
45755,0,1,disloyal Customer,49,Business travel,Business,1310,1,1,1,3,1,1,1,1,4,3,4,5,5,1,0,17,1
45756,0,0,disloyal Customer,36,Business travel,Business,550,2,1,1,2,3,1,3,3,5,3,5,5,5,3,0,0,4
45761,0,0,disloyal Customer,24,Business travel,Business,304,4,2,4,3,3,4,3,3,2,2,4,4,4,3,4,2,2
45764,0,1,disloyal Customer,36,Business travel,Eco,413,3,4,2,3,5,2,4,5,4,3,3,4,3,5,48,42,2
45766,1,1,disloyal Customer,22,Business travel,Eco,157,4,4,4,2,1,4,1,1,5,3,4,1,5,1,0,0,2
45767,0,1,disloyal Customer,33,Business travel,Eco,399,4,3,4,2,1,4,1,1,1,4,3,3,3,1,28,16,2
45771,1,0,disloyal Customer,25,Business travel,Business,588,4,0,4,3,4,4,4,4,5,5,4,5,5,4,0,0,4
45774,0,1,disloyal Customer,44,Business travel,Business,1635,3,3,3,3,4,3,1,4,4,4,4,3,4,4,21,11,1
45779,0,0,disloyal Customer,26,Business travel,Business,862,3,2,2,2,3,2,3,3,3,2,5,4,5,3,0,0,4
45791,0,1,disloyal Customer,21,Business travel,Eco,229,2,0,2,3,4,2,4,4,2,5,1,1,5,4,51,47,2
45796,0,1,disloyal Customer,29,Business travel,Business,488,2,2,2,3,1,2,1,1,3,3,3,3,4,1,100,100,2
45802,0,0,disloyal Customer,56,Business travel,Eco,224,2,4,2,3,3,2,3,3,3,1,4,2,3,3,0,0,2
45817,0,1,disloyal Customer,44,Business travel,Eco,383,3,3,3,2,4,3,4,4,2,2,3,2,3,4,0,0,2
45840,0,1,disloyal Customer,26,Business travel,Eco,409,3,4,2,3,4,2,4,4,4,4,3,4,4,4,40,33,2
45841,0,1,disloyal Customer,25,Business travel,Business,696,4,0,4,3,5,4,5,5,4,4,4,4,5,5,14,19,4
45842,0,0,disloyal Customer,27,Business travel,Business,143,3,3,3,4,1,3,1,1,5,2,5,3,4,1,0,0,2
45844,1,0,disloyal Customer,28,Business travel,Eco,1199,4,3,3,3,5,3,5,5,1,1,2,2,2,5,20,18,1
45851,0,0,disloyal Customer,42,Business travel,Eco,972,1,1,1,2,4,1,4,4,5,2,4,4,1,4,0,0,4
45854,0,0,disloyal Customer,50,Business travel,Eco,356,2,0,2,3,1,2,1,1,4,4,1,5,3,1,0,0,2
45856,1,0,disloyal Customer,24,Business travel,Business,859,5,5,4,1,5,4,5,5,5,5,5,4,4,5,0,0,4
45866,1,1,disloyal Customer,38,Business travel,Business,997,5,5,5,3,1,5,1,1,5,4,5,4,5,1,98,64,1
45867,0,0,disloyal Customer,49,Business travel,Business,1389,2,2,2,3,1,2,1,1,1,2,4,1,4,1,3,13,1
45877,0,0,disloyal Customer,24,Business travel,Eco,1276,3,3,3,4,1,3,1,1,3,5,5,5,4,1,0,0,1
45906,0,0,disloyal Customer,36,Business travel,Eco,308,3,0,3,4,4,3,4,4,1,4,1,3,1,4,0,2,2
45913,1,1,disloyal Customer,37,Business travel,Business,304,4,4,4,2,3,4,3,3,5,4,5,5,5,3,0,0,2
45914,0,0,disloyal Customer,39,Business travel,Business,622,2,2,2,2,4,2,4,4,4,3,3,2,2,4,47,29,4
45919,1,1,disloyal Customer,24,Business travel,Business,444,4,0,4,2,2,4,2,2,5,3,5,3,5,2,20,32,2
45922,0,1,disloyal Customer,23,Business travel,Eco,708,2,2,2,3,5,2,5,5,1,3,3,4,3,5,67,60,4
45932,0,0,disloyal Customer,64,Business travel,Eco,781,3,4,4,3,3,4,3,3,1,3,4,1,4,3,85,82,4
45933,1,1,disloyal Customer,23,Business travel,Business,590,0,0,0,5,5,0,5,5,4,2,5,3,4,5,14,3,4
45934,0,0,disloyal Customer,36,Business travel,Eco,315,4,4,4,3,4,4,4,2,1,3,4,4,4,4,215,223,2
45937,0,0,disloyal Customer,33,Business travel,Business,594,2,2,2,2,2,2,2,2,3,3,5,3,5,2,0,0,4
45944,0,1,disloyal Customer,20,Business travel,Eco,1605,3,3,3,2,1,3,1,1,3,5,3,5,5,1,3,0,1
45950,0,0,disloyal Customer,25,Business travel,Business,859,4,0,4,3,5,4,5,5,3,2,5,5,4,5,0,0,4
45953,0,0,disloyal Customer,36,Business travel,Business,950,2,2,2,3,4,2,2,4,3,4,5,5,5,4,7,4,4
45961,0,1,disloyal Customer,29,Business travel,Eco,1020,3,3,3,3,3,3,3,3,2,2,2,1,3,3,0,11,1
45970,0,1,disloyal Customer,25,Business travel,Eco Plus,109,2,0,2,2,3,2,3,3,5,4,1,3,3,3,0,0,2
45980,0,0,disloyal Customer,44,Business travel,Eco,304,2,2,2,3,3,2,3,3,4,4,4,1,4,3,33,16,2
45988,0,0,disloyal Customer,39,Business travel,Business,325,3,3,3,3,4,3,4,4,1,1,4,2,3,4,31,25,2
46006,0,0,disloyal Customer,25,Business travel,Eco,110,2,3,1,3,5,1,5,5,1,4,1,4,3,5,7,0,2
46008,0,0,disloyal Customer,34,Business travel,Eco,1012,2,2,2,5,3,2,3,3,1,2,1,2,4,3,1,0,1
46025,0,0,disloyal Customer,36,Business travel,Business,882,2,2,2,3,4,2,4,4,4,2,5,4,5,4,23,19,4
46026,0,1,disloyal Customer,38,Business travel,Business,214,3,3,3,1,5,3,4,5,4,2,5,5,5,5,6,4,2
46048,1,0,disloyal Customer,24,Business travel,Business,156,0,0,0,4,4,0,1,4,4,1,5,3,4,4,0,0,2
46049,0,1,disloyal Customer,15,Business travel,Eco,925,2,2,2,3,2,2,1,2,3,5,3,3,4,2,0,0,4
46050,0,0,disloyal Customer,44,Business travel,Eco,255,3,1,3,4,4,3,4,4,2,2,3,1,4,4,5,11,2
46053,0,0,disloyal Customer,27,Business travel,Business,175,3,2,2,4,3,2,3,3,4,4,5,5,4,3,11,7,2
46058,0,0,disloyal Customer,36,Business travel,Business,728,4,4,4,2,2,4,2,2,4,5,5,5,4,2,0,0,4
46059,0,0,disloyal Customer,35,Business travel,Eco Plus,999,3,3,3,3,3,3,1,3,1,4,4,2,3,3,0,0,1
46062,0,1,disloyal Customer,35,Business travel,Business,1066,2,2,2,2,5,2,5,5,4,2,5,4,4,5,0,0,1
46064,0,0,disloyal Customer,22,Business travel,Eco,125,3,2,3,3,1,3,1,1,1,5,4,1,4,1,0,1,2
46065,0,1,disloyal Customer,27,Business travel,Business,1199,1,1,1,3,3,1,3,3,4,5,5,3,4,3,0,2,1
46078,0,0,disloyal Customer,24,Business travel,Eco,348,3,1,3,3,3,3,3,3,3,5,3,1,3,3,11,27,2
46081,0,1,disloyal Customer,30,Business travel,Business,2979,1,1,1,2,1,5,3,4,5,3,5,3,3,3,0,0,3
46089,0,1,disloyal Customer,39,Business travel,Eco,637,3,5,3,5,3,3,3,3,4,3,2,3,2,3,1,0,4
46093,1,0,disloyal Customer,37,Business travel,Business,423,4,4,4,2,5,4,5,5,5,2,5,4,5,5,0,0,2
46094,0,1,disloyal Customer,30,Business travel,Eco,250,3,0,3,5,2,3,2,2,3,2,1,3,1,2,0,0,2
46096,0,0,disloyal Customer,23,Business travel,Eco,671,3,4,4,4,3,4,3,3,3,5,3,1,3,3,0,0,4
46097,0,0,disloyal Customer,36,Business travel,Eco,147,3,5,3,4,4,3,4,4,1,3,5,4,1,4,0,2,2
46100,1,0,disloyal Customer,21,Business travel,Eco,731,4,4,4,2,5,4,5,5,3,4,5,3,5,5,1,0,4
46103,1,0,disloyal Customer,25,Business travel,Eco Plus,1167,0,3,0,5,5,0,5,5,2,2,1,2,3,5,0,0,1
46104,1,0,disloyal Customer,24,Business travel,Business,683,5,4,5,3,1,5,1,1,5,5,4,4,5,1,4,0,4
46106,0,0,disloyal Customer,24,Business travel,Eco,1107,3,3,3,4,3,3,3,3,3,5,5,4,4,3,0,17,1
